,id,playlist_name,track_name,release_date,artist_names,genres,first_genre,my_genre,top,left,index,score,outliers
1383,7dSCxR4LqkmxoBrq9MzVSD,lady stardust,Psycho Killer,1977-09-16,['Talking Heads'],"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",alternative rock,alt-rock,9647,416,988,0.08423178921379271,0.0
1384,2oKwKvs0V7vrWhaXy8iyzO,lady stardust,The Well And The Lighthouse,2007-01-01,['Arcade Fire'],"['alternative rock', 'baroque pop', 'canadian indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave', 'quebec indie', 'rock']",alternative rock,alt-rock,9647,416,989,0.10153516020227399,0.0
1385,0TESnUvaEm6IXp38352XZG,lady stardust,Artists Only,1978-07-14,['Talking Heads'],"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",alternative rock,alt-rock,9647,416,990,0.12016855131301446,0.0
1386,6tK7DFWtWgDfzJrpTRGUIp,lady stardust,Oh! You Pretty Things,1971-01-01,"['Mick Ronson', 'David Bowie']","['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock'], ['glam rock']",art rock,alt-rock,12934,521,991,0.06638678133106946,0.0
1387,48lLipy0OKw7bPELEOD43i,lady stardust,Seymour Stein,1998-01-01,['Belle and Sebastian'],"['alternative rock', 'baroque pop', 'chamber pop', 'indie rock', 'melancholia', 'scottish indie', 'scottish rock', 'singer-songwriter', 'twee pop']",alternative rock,alt-rock,9647,416,992,0.00010174058363876526,0.0
1388,5T8EDUDqKcs6OSOwEsfqG7,lady stardust,Don't Stop Me Now - Remastered 2011,1978-11-10,['Queen'],"['classic rock', 'glam rock', 'rock']",classic rock,rock,13282,646,993,-0.05568593585332682,1.0
1389,38wCbVfMreML5ZhF5iQuKA,lady stardust,Disorder - 2007 Remaster,1979-06-01,['Joy Division'],"['alternative rock', 'art rock', 'indie rock', 'madchester', 'new wave', 'post-punk', 'punk', 'rock', 'uk post-punk']",alternative rock,alt-rock,9647,416,994,-0.014910278674910571,1.0
1390,50rC54ke9Nj4cpayBNQq0x,lady stardust,We're Going To Be Friends,2001-07-03,['The White Stripes'],"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",alternative rock,alt-rock,9647,416,995,0.10907175770970706,0.0
1391,0XiH6MBeKtNKfOg2neAH0B,lady stardust,Kooks,1971-01-01,"['Mick Ronson', 'David Bowie']","['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock'], ['glam rock']",art rock,alt-rock,12934,521,996,0.14656749816761083,0.0
1392,4HvtTqt1snMPJ17opOGoJr,lady stardust,Good Old Fashioned Lover Boy,1981-10-26,['Queen'],"['classic rock', 'glam rock', 'rock']",classic rock,rock,13282,646,997,0.11609000446679968,0.0
1393,697LWfA49GjDHL7utykini,lady stardust,Rebellion (Lies),2005-02-28,['Arcade Fire'],"['alternative rock', 'baroque pop', 'canadian indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave', 'quebec indie', 'rock']",alternative rock,alt-rock,9647,416,998,0.10028201154426197,0.0
1394,0pQskrTITgmCMyr85tb9qq,lady stardust,Starman - 2012 Remaster,1972-06-06,['David Bowie'],"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",art rock,alt-rock,12934,521,999,0.10210403551733715,0.0
1395,6YZyqTov3RASafLMl7rEDz,lady stardust,Inbetween Days,2001-01-01,['The Cure'],"['new wave', 'permanent wave', 'rock', 'uk post-punk']",new wave,alt-rock,5140,607,1000,0.12458227912123548,0.0
1396,0uXDKiBgFexDfxCGEgFa4k,lady stardust,And She Was - 2003 Remaster,2004-08-17,['Talking Heads'],"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",alternative rock,alt-rock,9647,416,1001,0.1347809683161899,0.0
1397,3XWHY4VhsoaaZLbtkc30ok,lady stardust,Sweet Jane - Mono; 2015 Remaster,1970-01-01,['The Velvet Underground'],"['alternative rock', 'melancholia', 'permanent wave', 'protopunk', 'rock']",alternative rock,alt-rock,9647,416,1002,0.13445682847140544,0.0
1398,4tDuRLVv9OkQxqRMipm3cM,lady stardust,It Could Have Been A Brilliant Career,1998-01-01,['Belle and Sebastian'],"['alternative rock', 'baroque pop', 'chamber pop', 'indie rock', 'melancholia', 'scottish indie', 'scottish rock', 'singer-songwriter', 'twee pop']",alternative rock,alt-rock,9647,416,1003,-0.013500839866666614,1.0
1399,6LYndyNiVOGCuz2n0WMGaa,lady stardust,Louise,2017-09-22,['Acetone'],"['countrygaze', 'slowcore']",countrygaze,alt-rock,13763,466,1004,0.036420017015746486,0.0
1400,7AXRMS2IAV0hWmjEyETxiu,lady stardust,Une Année Sans Lumiere,2005-02-28,['Arcade Fire'],"['alternative rock', 'baroque pop', 'canadian indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave', 'quebec indie', 'rock']",alternative rock,alt-rock,9647,416,1005,0.13693716366092124,0.0
1401,4XkxGohiCJ2YZy6Ile2L59,lady stardust,"Get Me Away from Here, I’m Dying",1996-01-01,['Belle and Sebastian'],"['alternative rock', 'baroque pop', 'chamber pop', 'indie rock', 'melancholia', 'scottish indie', 'scottish rock', 'singer-songwriter', 'twee pop']",alternative rock,alt-rock,9647,416,1006,0.07872530738080585,0.0
1402,1f3yAtsJtY87CTmM8RLnxf,lady stardust,Smells Like Teen Spirit,1991-09-26,['Nirvana'],"['grunge', 'permanent wave', 'rock']",grunge,alt-rock,10489,308,1007,0.1350636323504436,0.0
1403,54Lsio6CUBjW1y7JselrXQ,lady stardust,Neighborhood #2 (Laika),2005-02-28,['Arcade Fire'],"['alternative rock', 'baroque pop', 'canadian indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave', 'quebec indie', 'rock']",alternative rock,alt-rock,9647,416,1008,0.15661719348026365,0.0
1404,2gKqH591yOBmU4D49ckBpU,lady stardust,Running Up That Hill (A Deal With God),1985-01-01,['Kate Bush'],"['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']",art pop,indie,9611,599,1009,0.07677746414291614,0.0
1405,72NzeuAsP5Z5gehXmQCWfj,lady stardust,Like Dylan in the Movies,1996-01-01,['Belle and Sebastian'],"['alternative rock', 'baroque pop', 'chamber pop', 'indie rock', 'melancholia', 'scottish indie', 'scottish rock', 'singer-songwriter', 'twee pop']",alternative rock,alt-rock,9647,416,1010,0.09293790461861456,0.0
1406,4FYeIka527pqJV5Jm5EXai,lady stardust,Under Pressure,1991-10-28,"['Queen', 'David Bowie']","['classic rock', 'glam rock', 'rock'], ['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",classic rock,rock,13282,646,1011,0.10823609059354622,0.0
1407,13aIH7qkGTDloL3LzvK9dO,lady stardust,This Charming Man,1984-02-20,['The Smiths'],"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",madchester,alt-rock,5803,441,1012,0.16238143009191852,0.0
1408,0UsuAb8z2cyQNp0ZUWuvwp,lady stardust,Blue Monday '88,2009-07-10,['New Order'],"['alternative rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'permanent wave', 'post-punk', 'synthpop', 'uk post-punk']",alternative rock,alt-rock,9647,416,1013,0.11559993823656367,0.0
1409,5FDatp5gbVAtI9usu6MPJ4,lady stardust,Sprawl II (Mountains Beyond Mountains),2010-01-01,['Arcade Fire'],"['alternative rock', 'baroque pop', 'canadian indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'permanent wave', 'quebec indie', 'rock']",alternative rock,alt-rock,9647,416,1014,0.1348234953268581,0.0
1410,5fbR5XxBRLGMue3QKtDgF3,lady stardust,The Village - 2015 Remaster,1983-05-02,['New Order'],"['alternative rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'permanent wave', 'post-punk', 'synthpop', 'uk post-punk']",alternative rock,alt-rock,9647,416,1015,0.12591453059551644,0.0
1411,3NNatBZ65onPjc4eeWhwNm,lady stardust,(Nothing But) Flowers - 2003 Remaster,2004-08-17,['Talking Heads'],"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",alternative rock,alt-rock,9647,416,1016,0.1662926083448617,0.0
1412,2hXL9RNDfureuE7MVMHfaq,lady stardust,Dirty Dream Number Two,1998-01-01,['Belle and Sebastian'],"['alternative rock', 'baroque pop', 'chamber pop', 'indie rock', 'melancholia', 'scottish indie', 'scottish rock', 'singer-songwriter', 'twee pop']",alternative rock,alt-rock,9647,416,1017,0.13520926409223338,0.0
1413,6OFsbJPOLdXrQTxwmOSMQm,lady stardust,Changes,1971-01-01,"['Mick Ronson', 'David Bowie']","['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock'], ['glam rock']",art rock,alt-rock,12934,521,1018,0.1388623122717491,0.0
1414,0MKGH8UMfCnq5w7nG06oM5,lady stardust,Come As You Are,1991-09-26,['Nirvana'],"['grunge', 'permanent wave', 'rock']",grunge,alt-rock,10489,308,1019,0.17217644601193155,0.0
1415,6IxZEw62MyMFFmhi9v28bN,lady stardust,Fake Empire (Live),2008-05-19,['The National'],"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock']",chamber pop,indie,13108,473,1020,0.004686214733175653,0.0
1416,3Sa3BLllDDw05udxXlba8p,lady stardust,Burning,2006-09-04,['The Whitest Boy Alive'],"['alternative dance', 'indietronica', 'new rave']",alternative dance,0,2674,815,1021,0.02798501983375845,0.0
1417,4qBkqgqoB8n1jZKbKHiPdp,lady stardust,The Boy With the Arab Strap,1998-01-01,['Belle and Sebastian'],"['alternative rock', 'baroque pop', 'chamber pop', 'indie rock', 'melancholia', 'scottish indie', 'scottish rock', 'singer-songwriter', 'twee pop']",alternative rock,alt-rock,9647,416,1022,0.11899143276600982,0.0
1418,6DkLEec1mdVxpUMEvjVTJ0,lady stardust,There Is A Light That Never Goes Out,1986-06-16,['The Smiths'],"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",madchester,alt-rock,5803,441,1023,0.14858932072534847,0.0
1419,5Rizj5FLb2AyNKu9esjYY6,lady stardust,Rape Me,1993-09-21,['Nirvana'],"['grunge', 'permanent wave', 'rock']",grunge,alt-rock,10489,308,1024,0.1290350256581912,0.0
1420,1Tr4K5MU5XYE44umXGDndd,lady stardust,Once in a Lifetime,1980-10-08,['Talking Heads'],"['alternative rock', 'art punk', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",alternative rock,alt-rock,9647,416,1025,0.11428596327111884,0.0
1421,3d0shDQALl0Vj3SO7rMeNY,lady stardust,Life on Mars?,1971-01-01,"['Mick Ronson', 'David Bowie']","['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock'], ['glam rock']",art rock,alt-rock,12934,521,1026,0.11134684410929163,0.0
1422,2QO8cnnFW6khDuAuUAySeV,lady stardust,Bohemian Rhapsody,1981-10-26,['Queen'],"['classic rock', 'glam rock', 'rock']",classic rock,rock,13282,646,1027,0.042120692283138306,0.0
1423,2cmRpmO04TLaKPzmAzySYZ,lady stardust,Dance Yrself Clean,2010-05-17,['LCD Soundsystem'],"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']",alternative dance,0,2674,815,1028,0.05100835081139954,0.0
1424,20kruAYDWoxn7TIiYn21us,lady stardust,Radio Ga Ga - Remastered 2011,1984-02-27,['Queen'],"['classic rock', 'glam rock', 'rock']",classic rock,rock,13282,646,1029,0.12357831354194332,0.0
1425,3jJhAd1RoImIx5KJRfh6Rf,lady stardust,Slow Show,2007-05-22,['The National'],"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock']",chamber pop,indie,13108,473,1030,0.06689482089943888,0.0
1426,2xbrMtkxp399aSiCJ8EAON,lady stardust,Knives Out,2001-03-12,['Radiohead'],"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",alternative rock,alt-rock,9647,416,1031,0.10966721157649362,0.0
1427,2fUNygL5wJdWiLxjg8seyk,lady stardust,Shut Up Kiss Me,2016-06-29,['Angel Olsen'],"['alternative americana', 'art pop', 'chamber pop', 'countrygaze', 'dream pop', 'experimental pop', 'indie pop', 'indie rock', 'noise pop', 'singer-songwriter']",alternative americana,indie,13527,566,1032,0.1196700367908573,0.0
1428,26D1PRJjD9Jj1JGRk88KVc,lady stardust,Lithium,1991-09-26,['Nirvana'],"['grunge', 'permanent wave', 'rock']",grunge,alt-rock,10489,308,1033,0.15311758115848378,0.0
1429,0tEhPcMvl0iONW6px34aN5,lady stardust,Madeline,2000-02-22,['Yo La Tengo'],"['alternative rock', 'art pop', 'dream pop', 'indie rock', 'indietronica', 'lo-fi', 'new jersey indie', 'noise pop', 'permanent wave', 'shoegaze']",alternative rock,alt-rock,9647,416,1034,0.12686573174767424,0.0
1430,5S11ytrehEfCFJZUzo1RaY,lady stardust,Sleep the Clock Around,1998-01-01,['Belle and Sebastian'],"['alternative rock', 'baroque pop', 'chamber pop', 'indie rock', 'melancholia', 'scottish indie', 'scottish rock', 'singer-songwriter', 'twee pop']",alternative rock,alt-rock,9647,416,1035,0.091443038466541,0.0
1431,2ndWbjiiNBEOrlfToKlABE,lady stardust,I Will Follow You into the Dark,2005-08-29,['Death Cab for Cutie'],"['alternative rock', 'canadian indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'seattle indie', 'washington indie']",alternative rock,alt-rock,9647,416,1036,-0.0019330710891363179,1.0
1432,3NYCaxkggl0Hh8vQptSUvV,lady stardust,Enola Gay - Remastered 2003,1980-10-24,['Orchestral Manoeuvres In The Dark'],"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",new romantic,alt-rock,4646,689,1037,0.1448495907879393,0.0
1433,2oeLt7N1amHZiev27FvKE2,lady stardust,Sketch for Summer,1979-01-01,['The Durutti Column'],['uk post-punk'],uk post-punk,alt-rock,8013,490,1038,0.056422578689701575,0.0
1434,2IQEhxSZqUFcKW0qE0ETZ6,lady stardust,Where Your Mind Wants to Go,2017-03-03,['Blonde Redhead'],"['dream pop', 'indie rock', 'nu gaze', 'shoegaze']",dream pop,indie,10178,337,1039,0.07569730213645548,0.0
1435,6113aOfHIC0vbZVDZ6PpRV,lady stardust,Days,2011-09-06,['The Drums'],"['brooklyn indie', 'indie surf']",brooklyn indie,indie,8546,447,1040,0.13024747594624747,0.0
1436,5gmv3BgePSYiHnPJgY7oTJ,lady stardust,Home,2010-05-17,['LCD Soundsystem'],"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']",alternative dance,0,2674,815,1041,0.13477159313501647,0.0
1437,2EEinN4Zk8MUv4OQuLsTBj,lady stardust,Age of Consent - 2015 Remaster,1983-05-02,['New Order'],"['alternative rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'permanent wave', 'post-punk', 'synthpop', 'uk post-punk']",alternative rock,alt-rock,9647,416,1042,0.11043716541650717,0.0
1438,4NnWuGQujzWUEg0uZokO5M,lady stardust,Just Like Heaven,1987-01-01,['The Cure'],"['new wave', 'permanent wave', 'rock', 'uk post-punk']",new wave,alt-rock,5140,607,1043,0.13344497906314562,0.0
1439,03yOjwHoOPDlTUg0NRxN6t,lady stardust,Cemetry Gates - 2011 Remaster,1986-06-16,['The Smiths'],"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",madchester,alt-rock,5803,441,1044,0.17471060708896785,0.0
1440,120NNEJpgXcN9wyLHSEZzV,lady stardust,Simple Things,1998-01-01,['Belle and Sebastian'],"['alternative rock', 'baroque pop', 'chamber pop', 'indie rock', 'melancholia', 'scottish indie', 'scottish rock', 'singer-songwriter', 'twee pop']",alternative rock,alt-rock,9647,416,1045,0.14522612007302177,0.0
1441,0g7waQsc8WWxchFAHfRhFt,lady stardust,I Think I Need a New Heart,1999-09-14,['The Magnetic Fields'],"['alternative rock', 'chamber pop', 'lo-fi', 'melancholia', 'metropopolis', 'permanent wave', 'tape club']",alternative rock,alt-rock,9647,416,1046,0.06316796090689619,0.0
1442,4rDbp1vnvEhieiccprPMdI,lady stardust,Somebody To Love - Remastered 2011,1976-12-10,['Queen'],"['classic rock', 'glam rock', 'rock']",classic rock,rock,13282,646,1047,0.11900271934299189,0.0
1443,5itqAWiPW1961LJSXhz1s9,lady stardust,Goodbye Horses,2013-07-02,['Q Lazzarus'],['new romantic'],new romantic,alt-rock,4646,689,1048,0.05483786803965185,0.0
1444,2x8evxqUlF0eRabbW2JBJd,lady stardust,Fluorescent Adolescent,2007-04-22,['Arctic Monkeys'],"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",garage rock,alt-rock,9106,396,1049,0.12527154969088233,0.0
1445,2fyIS6GXMgUcSv4oejx63f,lady stardust,Mardy Bum,2006-01-29,['Arctic Monkeys'],"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",garage rock,alt-rock,9106,396,1050,0.12093915897101487,0.0
1446,0SzvmWfOhoxZVGrmvb56YL,lady stardust,Baby I'm Yours,2006-08-14,['Arctic Monkeys'],"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",garage rock,alt-rock,9106,396,1051,0.1495358774172605,0.0
1447,3pqRRxH5x9oVPwh9i9UFZA,lady stardust,Tell Her Tonight,2004-02-16,['Franz Ferdinand'],"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",alternative rock,alt-rock,9647,416,1052,0.17049828017325097,0.0
1448,6WrnSlcN0dzTO80mVVbBto,lady stardust,Do You Want To,2005-10-03,['Franz Ferdinand'],"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",alternative rock,alt-rock,9647,416,1053,0.04696370634289526,0.0
1449,5XeFesFbtLpXzIVDNQP22n,lady stardust,I Wanna Be Yours,2013-09-09,['Arctic Monkeys'],"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",garage rock,alt-rock,9106,396,1054,0.08375525738920825,0.0
1450,5FVd6KXrgO9B3JPmC8OPst,lady stardust,Do I Wanna Know?,2013-09-09,['Arctic Monkeys'],"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",garage rock,alt-rock,9106,396,1055,0.1290006944265616,0.0
1451,2BqfIlpahcebJPeu1IUTEo,lady stardust,Do Me a Favour,2007-04-22,['Arctic Monkeys'],"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",garage rock,alt-rock,9106,396,1056,0.06415589741639877,0.0
95,0NOQxWnuz95a7nCgoGh7Jc,¡zapatos! ¡zapatos!,100 X Hora,2023-01-13,['Kewin Cosmos'],['bachata'],bachata,bachata,8026,1173,1057,0.14880740277543408,0.0
96,0SA1E6PTFBYfPMF8IwqHLU,¡zapatos! ¡zapatos!,Otro Te Besa,2015-10-23,['JR'],['bachata'],bachata,bachata,8026,1173,1058,0.051686244619289,0.0
97,7fBuy1fdHEwG3mRdlHNM41,¡zapatos! ¡zapatos!,Sus Huellas,2022-09-01,['Romeo Santos'],['bachata'],bachata,bachata,8026,1173,1059,0.10521417983559322,0.0
98,2FVC73rDUcKIMDCXLdnQp5,¡zapatos! ¡zapatos!,Quedate Un Minuto Mas - Bachata,2016-05-05,"['Danny D', 'Edwin Velazquez']","['bachata'], []",bachata,bachata,8026,1173,1060,0.06787633064089588,0.0
99,6PmdO63qxKY3nbydxCGT7u,¡zapatos! ¡zapatos!,Nada Es Igual,2022-03-04,['Pinto Picasso'],['reggaeton flow'],reggaeton flow,bachata,4909,1144,1061,0.15416304795368152,0.0
100,0q3pY94wfVp1Fbr9botGdc,¡zapatos! ¡zapatos!,Que No Salga El Sol,2015-05-04,['Karlos Rosé'],['bachata'],bachata,bachata,8026,1173,1062,0.11816067071231551,0.0
101,5ww2BF9slyYgNOk37BlC4u,¡zapatos! ¡zapatos!,La Bachata,2022-05-26,['Manuel Turizo'],['colombian pop'],colombian pop,bachata,4479,1009,1063,0.09402212927833398,0.0
102,7hpx4wsPAgsLNokB1CLT1w,¡zapatos! ¡zapatos!,R.I.P.,2022-09-01,['Romeo Santos'],['bachata'],bachata,bachata,8026,1173,1064,0.1014904149582816,0.0
103,6FJFO7Cdc0x9FK16ZG9tLW,¡zapatos! ¡zapatos!,Limbo,2022-06-17,['Jensen'],['reggaeton flow'],reggaeton flow,bachata,4909,1144,1065,0.11173227351275788,0.0
104,1zpgP4DV86YJSPoG1FWZV3,¡zapatos! ¡zapatos!,La Vecina,2022-07-01,['Kewin Cosmos'],['bachata'],bachata,bachata,8026,1173,1066,0.10496312039551497,0.0
105,4UhYmV4km2WkPW3u6mgPfY,¡zapatos! ¡zapatos!,Manos de Tijera - Versión Bachata,2022-03-31,"['Manny Rod', 'Dj Husky']","['bachata'], ['bachata']",bachata,bachata,8026,1173,1067,0.14521956602643238,0.0
106,77YBNXyomaOEqFa17vbKjN,¡zapatos! ¡zapatos!,A Las 12,2022-05-13,"['Esme', 'Felix']","['bachata'], []",bachata,bachata,8026,1173,1068,0.06607639123211112,0.0
107,0ill3qz7eiLAswHanCCoeJ,¡zapatos! ¡zapatos!,Boomerang,2022-09-01,['Romeo Santos'],['bachata'],bachata,bachata,8026,1173,1069,0.10193625607452667,0.0
108,3zmrVLcgSzkXHFoXJRCJGj,¡zapatos! ¡zapatos!,Frio Remix,2022-03-25,"['Jensen', 'Pinto Picasso']","['reggaeton flow'], ['reggaeton flow']",reggaeton flow,bachata,4909,1144,1070,0.12357985977265301,0.0
109,3yEclh66OCTygNaj47wiG4,¡zapatos! ¡zapatos!,Sola,2022-04-08,"['Chantel', 'Esme']","['bachata'], ['bachata']",bachata,bachata,8026,1173,1071,0.09333808574175462,0.0
110,78CUtxSPPqQHyw7JM8Snys,¡zapatos! ¡zapatos!,Ley de Gravedad,2022-04-22,"['Dani J', 'Dj Dimen5ions', 'DJ Alejandro']","['bachata'], [], []",bachata,bachata,8026,1173,1072,0.1306873201317854,0.0
111,20yLo8tCAM1LXixAdBf3f2,¡zapatos! ¡zapatos!,Si Te Preguntan... - feat. Nicky Jam & Jay Wheeler,2022-06-23,"['Prince Royce', 'Nicky Jam', 'Jay Wheeler']","['bachata'], ['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino'], ['reggaeton', 'trap latino', 'urbano latino']",bachata,bachata,8026,1173,1073,0.07053660522407579,0.0
112,02hyDMBvUTU0ATb7RS6dmg,¡zapatos! ¡zapatos!,Las Puertas del Cielo,2021-01-29,"['Manny Cruz', 'Anthony Santos']","['bachata dominicana'], ['dominican pop']",bachata dominicana,bachata,7521,1231,1074,0.10359799911284917,0.0
113,4pTku802ZK4uFc7UKoK2pZ,¡zapatos! ¡zapatos!,Hacerte Mia,2015-10-23,['JR'],['bachata'],bachata,bachata,8026,1173,1075,0.133563603432362,0.0
114,51x4iBwVhhPCycQtB76Vf4,¡zapatos! ¡zapatos!,Solo Mia - Bachata Version,2021-05-28,"['Grupo Extra', 'Ataca', 'La Alemana', 'El Tiguere']","['bachata dominicana'], ['cubaton'], [], []",bachata dominicana,bachata,7521,1231,1076,0.04184486115893077,0.0
115,6I5d5R7HynCMVsW44cYsTE,¡zapatos! ¡zapatos!,La Pesadilla (Bachata),2021-10-09,"['DJ Khalid', 'Jhonny Evidence']","['bachata'], ['bachata dominicana']",bachata,bachata,8026,1173,1077,0.0011969207523379044,0.0
116,7HsebNHZDGj8UhWIrZaMx6,¡zapatos! ¡zapatos!,Bebo,2022-09-01,['Romeo Santos'],['bachata'],bachata,bachata,8026,1173,1078,0.0849994500824125,0.0
117,4BBTalxG6c1Aoai1x1EA5g,¡zapatos! ¡zapatos!,Sin Fin,2022-09-01,"['Romeo Santos', 'Justin Timberlake']","['bachata'], ['dance pop', 'pop']",bachata,bachata,8026,1173,1079,0.10882093331643111,0.0
118,0EVlGhuy9WhftU4Pi67ngl,¡zapatos! ¡zapatos!,Mal Acostumbrao,2022-08-19,"['Mario Baro', 'Dama', 'Dj Husky']","['bachata'], ['bachata'], ['bachata']",bachata,bachata,8026,1173,1080,0.10801478119193636,0.0
119,5iB0npbmkMygzGFcksUEeb,¡zapatos! ¡zapatos!,Otra Vez,2022-12-08,['Prince Royce'],['bachata'],bachata,bachata,8026,1173,1081,0.13433858174682894,0.0
120,0WBAURWkTHieS0qQkNQMrr,¡zapatos! ¡zapatos!,Mi Rival - Versión Bachata,2022-12-22,"['Karen Méndez', 'DJ Tronky']","['bachata'], ['latin viral pop']",bachata,bachata,8026,1173,1082,0.14194337630020026,0.0
121,2qETZkkpILShyXPIp1MaKn,¡zapatos! ¡zapatos!,Negro Mate,2022-12-09,"['Dani J', 'Dj Husky']","['bachata'], ['bachata']",bachata,bachata,8026,1173,1083,0.03519078251312063,0.0
122,13j5K5hKqlBI9NAZmGVIYI,¡zapatos! ¡zapatos!,Tu Me Delatas - Cover,2022-08-26,['DJ Tony Pecino'],['bachata'],bachata,bachata,8026,1173,1084,0.11821740973747619,0.0
123,0mGqiikfQoQWlLpVn3BidZ,¡zapatos! ¡zapatos!,Te Burlaste De Mi,2023-01-20,['Esme'],['bachata'],bachata,bachata,8026,1173,1085,0.1217963602499691,0.0
124,3OUAwkS8ZabaD8k8gSG7YP,¡zapatos! ¡zapatos!,Fronteo,2023-01-20,"['Pinto Picasso', 'sP Polanco']","['reggaeton flow'], ['bachata']",reggaeton flow,bachata,4909,1144,1086,0.059112286107013245,0.0
125,5f1hg2VCeJeMefKJZSb3IV,¡zapatos! ¡zapatos!,No Tienes Corazón,2023-02-10,['Mario Baro'],['bachata'],bachata,bachata,8026,1173,1087,0.11862718537297307,0.0
126,1INbKhQ81PPTVtyz81Cikb,¡zapatos! ¡zapatos!,Infiel,2023-02-10,"['Román', 'Dj Husky']","['bachata'], []",bachata,bachata,8026,1173,1088,0.12297033654919887,0.0
127,4pZ238t955U5sRmbTV9IGb,¡zapatos! ¡zapatos!,Siri (Bachata Version),2022-12-03,"['Dj Husky', 'Lil Angello']","['bachata'], []",bachata,bachata,8026,1173,1089,0.11603951557480052,0.0
128,7fCvGG97wqAIqtOxX87Uv1,¡zapatos! ¡zapatos!,Ciudadana,2022-09-01,['Romeo Santos'],['bachata'],bachata,bachata,8026,1173,1090,0.08185884388480419,0.0
129,43wbQFSG53DMZb89xFyr8C,¡zapatos! ¡zapatos!,Hasta el Infinito,2021-04-30,"['Mr. Don', 'Sencillamente Joe']","['bachata'], []",bachata,bachata,8026,1173,1091,0.1065570172859236,0.0
130,2z9OQhZBAHrI7fFq52Fl1b,¡zapatos! ¡zapatos!,Te Felicito,2023-03-17,['Esme'],['bachata'],bachata,bachata,8026,1173,1092,0.07932504462000423,0.0
131,3GkctxmZmeGmW4K5Oya0Z1,¡zapatos! ¡zapatos!,Me EnRD,2023-04-20,['Prince Royce'],['bachata'],bachata,bachata,8026,1173,1093,0.08672108247157084,0.0
132,1NzUt0zLVo47HzFXymc53v,¡zapatos! ¡zapatos!,Caprichito,2023-04-12,['Dani J'],['bachata'],bachata,bachata,8026,1173,1094,0.06536559368026473,0.0
133,5xVLmPSxDOMCrSJdhomxUQ,¡zapatos! ¡zapatos!,Tu Y Yo,2023-04-14,['Esme'],['bachata'],bachata,bachata,8026,1173,1095,0.14658440216386803,0.0
